LC08_112054_20130329_NDVI,LC08_112054_20130413_NDVI,LC08_112054_20130429_NDVI,LC08_112054_20130531_NDVI,LC08_112054_20130702_NDVI,LC08_112054_20130718_NDVI,LC08_112054_20130803_NDVI,LC08_112054_20130819_NDVI,LC08_112054_20130904_NDVI,LC08_112054_20131006_NDVI,LC08_112054_20131123_NDVI,LC08_112054_20131209_NDVI,LC08_112054_20140227_NDVI,LC08_112054_20140315_NDVI,LC08_112054_20140331_NDVI,LC08_112054_20140416_NDVI,LC08_112054_20140502_NDVI,LC08_112054_20140518_NDVI,LC08_112054_20140603_NDVI,LC08_112054_20140619_NDVI,LC08_112054_20140721_NDVI,LC08_112054_20140806_NDVI,LC08_112054_20140822_NDVI,LC08_112054_20140907_NDVI,LC08_112054_20140923_NDVI,LC08_112054_20141009_NDVI,LC08_112054_20141025_NDVI,LC08_112054_20141110_NDVI,LC08_112054_20141212_NDVI,LC08_112054_20150113_NDVI,LC08_112054_20150129_NDVI,LC08_112054_20150318_NDVI,LC08_112054_20150403_NDVI,LC08_112054_20150419_NDVI,LC08_112054_20150505_NDVI,LC08_112054_20150521_NDVI,LC08_112054_20150606_NDVI,LC08_112054_20150708_NDVI,LC08_112054_20150724_NDVI,LC08_112054_20150809_NDVI,LC08_112054_20150825_NDVI,LC08_112054_20150910_NDVI,LC08_112054_20151012_NDVI,LC08_112054_20151028_NDVI,LC08_112054_20151113_NDVI,LC08_112054_20151129_NDVI,LC08_112054_20151215_NDVI,LC08_112054_20151231_NDVI,LC08_112054_20160116_NDVI,LC08_112054_20160201_NDVI,LC08_112054_20160217_NDVI,LC08_112054_20160320_NDVI,LC08_112054_20160405_NDVI,LC08_112054_20160421_NDVI,LC08_112054_20160507_NDVI,LC08_112054_20160608_NDVI,LC08_112054_20160624_NDVI,LC08_112054_20160710_NDVI,LC08_112054_20160726_NDVI,LC08_112054_20160811_NDVI,LC08_112054_20160827_NDVI,LC08_112054_20161014_NDVI,LC08_112054_20161030_NDVI,LC08_112054_20161115_NDVI,LC08_112054_20161201_NDVI,LC08_112054_20161217_NDVI,LC08_112054_20170102_NDVI,LC08_112054_20170219_NDVI,LC08_112054_20170307_NDVI,LC08_112054_20170323_NDVI,LC08_112054_20170408_NDVI,LC08_112054_20170424_NDVI,LC08_112054_20170510_NDVI,LC08_112054_20170526_NDVI,LC08_112054_20170611_NDVI,LC08_112054_20170627_NDVI,LC08_112054_20170713_NDVI,LC08_112054_20170729_NDVI,LC08_112054_20170814_NDVI,LC08_112054_20170830_NDVI,LC08_112054_20170915_NDVI,LC08_112054_20171001_NDVI,LC08_112054_20171102_NDVI,LC08_112054_20171118_NDVI,LC08_112054_20171204_NDVI,LC08_112054_20171220_NDVI,LC08_112054_20180105_NDVI,LC08_112054_20180206_NDVI,LC08_112054_20180222_NDVI,LC08_112054_20180310_NDVI,LC08_112054_20180326_NDVI,LC08_112054_20180411_NDVI,LC08_112054_20180427_NDVI,LC08_112054_20180513_NDVI,LC08_112054_20180529_NDVI,LC08_112054_20180614_NDVI,LC08_112054_20180630_NDVI,LC08_112054_20180716_NDVI,LC08_112054_20180801_NDVI,LC08_112054_20180817_NDVI,LC08_112054_20180902_NDVI,LC08_112054_20180918_NDVI,LC08_112054_20181004_NDVI,LC08_112054_20181020_NDVI,LC08_112054_20181105_NDVI,LC08_112054_20181121_NDVI,LC08_112054_20181207_NDVI,LC08_112054_20181223_NDVI,LC08_112054_20190108_NDVI,LC08_112054_20190124_NDVI,LC08_112054_20190225_NDVI,LC08_112054_20190313_NDVI,LC08_112054_20190329_NDVI,LC08_112054_20190414_NDVI,LC08_112054_20190430_NDVI,LC08_112054_20190516_NDVI,LC08_112054_20190601_NDVI,LC08_112054_20190617_NDVI,LC08_112054_20190703_NDVI,LC08_112054_20190719_NDVI,LC08_112054_20190804_NDVI,LC08_112054_20190820_NDVI,LC08_112054_20190905_NDVI,LC08_112054_20190921_NDVI,LC08_112054_20191007_NDVI,LC08_112054_20191023_NDVI,LC08_112054_20191108_NDVI,LC08_112054_20191210_NDVI,LC08_112054_20191226_NDVI,LC08_112054_20200111_NDVI,LC08_112054_20200127_NDVI,LC08_112054_20200212_NDVI,LC08_112054_20200228_NDVI,LC08_112054_20200315_NDVI,LC08_112054_20200331_NDVI,LC08_112054_20200416_NDVI,LC08_112054_20200502_NDVI,LC08_112054_20200518_NDVI,LC08_112054_20200603_NDVI,LC08_112054_20200619_NDVI,LC08_112054_20200705_NDVI,LC08_112054_20200721_NDVI,LC08_112054_20200806_NDVI,LC08_112054_20200923_NDVI,LC08_112054_20201009_NDVI,LC08_112054_20201110_NDVI,LC08_112054_20201126_NDVI,LC08_112054_20201212_NDVI,LC08_112054_20210113_NDVI,LC08_112054_20210129_NDVI,LC08_112054_20210214_NDVI,LC08_112054_20210302_NDVI,LC08_112054_20210318_NDVI,LC08_112054_20210403_NDVI,LC08_112054_20210419_NDVI,LC08_112054_20210505_NDVI,LC08_112054_20210521_NDVI,LC08_112054_20210606_NDVI,LC08_112054_20210622_NDVI,LC08_112054_20210708_NDVI,LC08_112054_20210724_NDVI,LC08_112054_20210825_NDVI,LC08_112054_20210910_NDVI,LC08_112054_20210926_NDVI,system:index
0.7398537536713439,0.6860537496505029,0.7347893214325718,0.6590675053210269,,0.6112020357126849,,0.6737429158924916,0.7278206551739524,0.5144093136616135,,0.6648133673869875,0.6172884817106323,0.7301208539705217,0.7436792929342497,,0.727186105861023,0.6866148070106456,0.6626969536562947,0.6562557233572971,0.6889850000386806,,0.7361135502728129,,0.7073349296854459,,0.7127590916526952,0.6745153468390044,0.7054514678442876,,0.5697849724664661,0.7203750313513562,0.6284798033427079,0.6852666024397984,0.7165646329829517,0.5564074837415529,0.6152719016534756,0.6899093028943218,0.7321455538444653,0.6996971022316155,0.6963312258834169,,0.7488760106075126,0.6958856078588682,0.7602262462194443,0.6924964638046744,0.6079187103881986,0.5011877018520177,0.685936519717183,,0.6683472695083442,0.7249956746582767,,0.6581559243043791,0.6526372914305623,0.7440555475351623,0.34558546770145476,0.5475949872401635,0.7266547961716587,0.5922543531482724,0.6780985101505018,,,0.7346981916916484,0.681766149975281,,,0.5124940572006323,,0.732047716025568,0.7451221534191552,0.7510100930276556,0.7104971225395815,0.7356627939757058,0.7246780144855722,0.660687077974104,0.6622655306658791,0.6326526161267785,0.7052891250833281,0.7451108603947244,0.7341208139099205,0.7172094566624835,0.7415627267245414,,0.7487179245488059,0.7567249312720384,0.710858665870232,0.686778632279035,0.7029680042817343,0.6347632382951703,,0.7169751147098913,0.7166183190324975,0.6642964640910303,0.6993764580609689,0.7751190483730299,0.6666218080769319,,0.6517726684630379,,,0.7337946557791779,,0.5026684555656081,,0.6899466294749296,0.6950804274112368,,0.7589426042692604,0.6222749705412196,0.6968602914061798,0.7424000735531284,0.6972473734467295,0.6767867078800418,0.6968502214656542,0.7511106982417304,0.5714874151619852,0.6929787508010107,0.7804127761838362,0.7054327451859144,0.6184969146161985,0.5351468814342552,,0.6869572006602473,0.7058802755333288,0.5049640785530354,0.7204948708077449,0.7168312597694867,,,0.7231866808167658,0.6633279406657273,,0.7449252917345444,0.7706826244766244,0.7068923574166689,,0.6901179457138372,0.7572020348039975,0.6763723899235935,,0.6841313924894352,,,,,0.7139419996179641,0.7052617617730103,,0.6557246369914062,0.6169043198360664,0.7215788490143248,0.7444031464471264,0.7832015897568342,,0.7465274269267749,0.705514274911305,0.7244576686030293,,0.7195374539790435,0.7490640826285936,0.6736092546684019,0.6496942855397365,0.6950051355348114,0
