LC08_112054_20130329_NDVI,LC08_112054_20130413_NDVI,LC08_112054_20130429_NDVI,LC08_112054_20130531_NDVI,LC08_112054_20130702_NDVI,LC08_112054_20130718_NDVI,LC08_112054_20130803_NDVI,LC08_112054_20130819_NDVI,LC08_112054_20130904_NDVI,LC08_112054_20131006_NDVI,LC08_112054_20131123_NDVI,LC08_112054_20131209_NDVI,LC08_112054_20140227_NDVI,LC08_112054_20140315_NDVI,LC08_112054_20140331_NDVI,LC08_112054_20140416_NDVI,LC08_112054_20140502_NDVI,LC08_112054_20140518_NDVI,LC08_112054_20140603_NDVI,LC08_112054_20140619_NDVI,LC08_112054_20140721_NDVI,LC08_112054_20140806_NDVI,LC08_112054_20140822_NDVI,LC08_112054_20140907_NDVI,LC08_112054_20140923_NDVI,LC08_112054_20141009_NDVI,LC08_112054_20141025_NDVI,LC08_112054_20141110_NDVI,LC08_112054_20141212_NDVI,LC08_112054_20150113_NDVI,LC08_112054_20150129_NDVI,LC08_112054_20150318_NDVI,LC08_112054_20150403_NDVI,LC08_112054_20150419_NDVI,LC08_112054_20150505_NDVI,LC08_112054_20150521_NDVI,LC08_112054_20150606_NDVI,LC08_112054_20150708_NDVI,LC08_112054_20150724_NDVI,LC08_112054_20150809_NDVI,LC08_112054_20150825_NDVI,LC08_112054_20150910_NDVI,LC08_112054_20151012_NDVI,LC08_112054_20151028_NDVI,LC08_112054_20151113_NDVI,LC08_112054_20151129_NDVI,LC08_112054_20151215_NDVI,LC08_112054_20151231_NDVI,LC08_112054_20160116_NDVI,LC08_112054_20160201_NDVI,LC08_112054_20160217_NDVI,LC08_112054_20160320_NDVI,LC08_112054_20160405_NDVI,LC08_112054_20160421_NDVI,LC08_112054_20160507_NDVI,LC08_112054_20160608_NDVI,LC08_112054_20160624_NDVI,LC08_112054_20160710_NDVI,LC08_112054_20160726_NDVI,LC08_112054_20160811_NDVI,LC08_112054_20160827_NDVI,LC08_112054_20161014_NDVI,LC08_112054_20161030_NDVI,LC08_112054_20161115_NDVI,LC08_112054_20161201_NDVI,LC08_112054_20161217_NDVI,LC08_112054_20170102_NDVI,LC08_112054_20170219_NDVI,LC08_112054_20170307_NDVI,LC08_112054_20170323_NDVI,LC08_112054_20170408_NDVI,LC08_112054_20170424_NDVI,LC08_112054_20170510_NDVI,LC08_112054_20170526_NDVI,LC08_112054_20170611_NDVI,LC08_112054_20170627_NDVI,LC08_112054_20170713_NDVI,LC08_112054_20170729_NDVI,LC08_112054_20170814_NDVI,LC08_112054_20170830_NDVI,LC08_112054_20170915_NDVI,LC08_112054_20171001_NDVI,LC08_112054_20171102_NDVI,LC08_112054_20171118_NDVI,LC08_112054_20171204_NDVI,LC08_112054_20171220_NDVI,LC08_112054_20180105_NDVI,LC08_112054_20180206_NDVI,LC08_112054_20180222_NDVI,LC08_112054_20180310_NDVI,LC08_112054_20180326_NDVI,LC08_112054_20180411_NDVI,LC08_112054_20180427_NDVI,LC08_112054_20180513_NDVI,LC08_112054_20180529_NDVI,LC08_112054_20180614_NDVI,LC08_112054_20180630_NDVI,LC08_112054_20180716_NDVI,LC08_112054_20180801_NDVI,LC08_112054_20180817_NDVI,LC08_112054_20180902_NDVI,LC08_112054_20180918_NDVI,LC08_112054_20181004_NDVI,LC08_112054_20181020_NDVI,LC08_112054_20181105_NDVI,LC08_112054_20181121_NDVI,LC08_112054_20181207_NDVI,LC08_112054_20181223_NDVI,LC08_112054_20190108_NDVI,LC08_112054_20190124_NDVI,LC08_112054_20190225_NDVI,LC08_112054_20190313_NDVI,LC08_112054_20190329_NDVI,LC08_112054_20190414_NDVI,LC08_112054_20190430_NDVI,LC08_112054_20190516_NDVI,LC08_112054_20190601_NDVI,LC08_112054_20190617_NDVI,LC08_112054_20190703_NDVI,LC08_112054_20190719_NDVI,LC08_112054_20190804_NDVI,LC08_112054_20190820_NDVI,LC08_112054_20190905_NDVI,LC08_112054_20190921_NDVI,LC08_112054_20191007_NDVI,LC08_112054_20191023_NDVI,LC08_112054_20191108_NDVI,LC08_112054_20191210_NDVI,LC08_112054_20191226_NDVI,LC08_112054_20200111_NDVI,LC08_112054_20200127_NDVI,LC08_112054_20200212_NDVI,LC08_112054_20200228_NDVI,LC08_112054_20200315_NDVI,LC08_112054_20200331_NDVI,LC08_112054_20200416_NDVI,LC08_112054_20200502_NDVI,LC08_112054_20200518_NDVI,LC08_112054_20200603_NDVI,LC08_112054_20200619_NDVI,LC08_112054_20200705_NDVI,LC08_112054_20200721_NDVI,LC08_112054_20200806_NDVI,LC08_112054_20200923_NDVI,LC08_112054_20201009_NDVI,LC08_112054_20201110_NDVI,LC08_112054_20201126_NDVI,LC08_112054_20201212_NDVI,LC08_112054_20210113_NDVI,LC08_112054_20210129_NDVI,LC08_112054_20210214_NDVI,LC08_112054_20210302_NDVI,LC08_112054_20210318_NDVI,LC08_112054_20210403_NDVI,LC08_112054_20210419_NDVI,LC08_112054_20210505_NDVI,LC08_112054_20210521_NDVI,LC08_112054_20210606_NDVI,LC08_112054_20210622_NDVI,LC08_112054_20210708_NDVI,LC08_112054_20210724_NDVI,LC08_112054_20210825_NDVI,LC08_112054_20210910_NDVI,system:index
0.6796606215118602,0.6214224546109198,0.6659839436968228,0.5706321539022321,,0.5364078659428655,0.5991585865746213,0.6028550022174166,0.6568903630111433,0.6493071266775519,0.2200685596604929,0.5919327780197787,0.5927616905771366,0.6396433146529358,0.6702058402585529,,0.676446879638273,0.6206999674017265,0.6556965210180573,0.6271618852789459,0.625122735121916,,0.6848573088614185,,0.6741951900322082,0.4609650205114909,0.6606266432943663,0.5998198158222801,0.6179086292081873,0.307843314629259,0.5255118879425671,0.6608111445465819,0.6343366782117694,0.6312868372073283,0.6277750335365132,0.5924849358946718,0.5880653035700986,0.6646422602865245,0.6334290310284394,0.6254710345994806,0.6691821753735435,,0.6787609632016212,0.6308228125738411,0.6138344767641605,0.6293058716180118,0.5639450590878357,0.46405291799411325,0.6203840229745298,0.529030184839634,0.6600741988932267,0.6408332611173039,0.33434088630277264,0.6214851018304653,0.5966459428857678,0.6810182652856053,0.42731482236883706,0.4547326279395803,0.6050291821671383,0.556565550092874,0.6452081334673717,0.15235703112897617,0.6173957932965984,0.6760900510565269,0.6331394441704701,0.2538308953598954,0.6079389632804227,0.6291854362409287,,0.6627144052671416,0.6424494415402119,0.6730189673541306,0.6094165533758765,0.6501962976556531,0.6475789996276159,0.6194676389938648,0.5446908128617519,0.6410484013873146,0.5836799794440244,0.7131356997229699,0.6180904367418917,0.6725613919497061,0.6591145030734471,0.37510228953953717,0.6646854087448173,0.5794421854907118,0.5838827245172334,0.6016684926832794,0.661613347108227,0.545521231070682,0.008235051302605646,0.5535427814442231,0.6147234216885898,0.6494905453866514,0.6319129074635728,0.6885262797781141,0.6082318247563043,0.2363330490843787,0.5761479484109586,,0.17010643373713694,0.6322047568208427,0.16406185726138026,0.3195847219592388,,0.6456080217758541,0.5995472578215241,,0.6619756081660001,0.5809374132848799,0.6544980283854201,0.6289334658724918,0.6277129548214807,0.6160047961102156,0.6246101261920305,0.6770103374226166,0.5829887275140095,0.6218723529932193,0.6930514736669204,0.6375187050932453,0.5857195966982085,0.6135281226974353,,0.6435193522091245,0.6381389959085279,0.5141675119666784,0.6583930533314012,0.6359129910192877,0.48629175453504714,0.4859532412423306,0.6688408456851108,0.5926907277746728,0.5429586538384069,0.6600147857941792,0.6845296548717759,0.6365032506020752,,0.6356273449104016,0.6709854054667747,0.6074230469648672,,0.5954656810185004,0.5597489988943752,,0.16185750551877062,0.1123313890457429,0.6191410720253545,0.6487807717510996,0.09145156240894128,0.49912602618659974,0.5783107773181976,0.589991416460246,0.6625702107966469,0.7004088906734567,,0.67292343540663,0.6210237533461501,0.5972012861112878,0.169402116104413,0.6463255419895748,0.6957451635923455,0.6566028613362881,0.6276659627843169,0
